level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	9	5	341	454	14	15	96.840179	a
5	1	1	1	9	6	363	454	110	15	96.840179	measure
5	1	1	1	9	7	481	445	30	24	96.870796	of
5	1	1	1	9	8	513	454	60	23	96.895149	your
5	1	1	1	9	9	579	445	90	32	96.953873	weight
5	1	1	1	9	10	677	445	124	32	96.958443	(provided
5	1	1	1	9	11	807	454	47	23	96.778168	you
5	1	1	1	9	12	862	454	39	15	96.852982	are
5	1	1	1	9	13	910	452	42	17	96.978508	not
5	1	1	1	9	14	960	445	173	32	95.980476	accelerating).
5	1	1	1	9	15	1142	445	53	24	96.90522	This
5	1	1	1	9	16	1204	446	19	23	96.780716	is
5	1	1	1	9	17	1232	454	13	15	96.296989	a
5	1	1	1	9	18	1253	445	63	24	96.92392	force
5	1	1	1	9	19	1325	446	25	23	93.301674	in
5	1	1	1	9	20	1358	452	110	18	93.284752	newtons
5	1	1	1	9	21	1477	448	35	26	96.991447	(or
4	1	1	1	10	0	79	490	1544	32	-1.0	
5	1	1	1	10	1	79	490	112	32	96.362846	pounds).
5	1	1	1	10	2	202	493	27	21	96.905571	In
5	1	1	1	10	3	237	497	65	17	96.196609	most
5	1	1	1	10	4	309	491	130	28	96.196609	countries,
5	1	1	1	10	5	447	490	41	24	96.92588	the
5	1	1	1	10	6	497	497	180	17	96.602333	measurement
5	1	1	1	10	7	685	491	20	23	96.883438	is
5	1	1	1	10	8	714	499	54	15	96.883438	now
5	1	1	1	10	9	775	490	98	24	96.753105	divided
5	1	1	1	10	10	880	490	30	32	97.010994	by
5	1	1	1	10	11	917	494	55	23	96.122742	9.80
5	1	1	1	10	12	980	497	25	17	96.976036	to
5	1	1	1	10	13	1014	491	51	31	96.098152	give
5	1	1	1	10	14	1073	499	14	15	96.098152	a
5	1	1	1	10	15	1095	490	99	32	96.962914	reading
5	1	1	1	10	16	1202	491	25	23	96.749405	in
5	1	1	1	10	17	1235	490	137	32	96.809006	kilograms,
5	1	1	1	10	18	1381	490	79	25	96.452888	which
5	1	1	1	10	19	1468	491	20	23	96.794144	is
5	1	1	1	10	20	1497	499	13	15	96.309212	a
5	1	1	1	10	21	1517	490	30	24	96.009178	of
5	1	1	1	10	22	1551	499	72	15	96.961815	mass.
4	1	1	1	11	0	78	535	740	32	-1.0	
5	1	1	1	11	1	78	535	45	24	96.376106	The
5	1	1	1	11	2	131	535	61	24	96.915894	scale
5	1	1	1	11	3	201	535	92	24	96.454346	detects
5	1	1	1	11	4	300	535	89	32	96.454346	weight
5	1	1	1	11	5	397	535	43	24	96.894913	but
5	1	1	1	11	6	448	536	19	23	95.599869	is
5	1	1	1	11	7	476	535	130	24	96.438568	calibrated
5	1	1	1	11	8	612	542	26	17	96.438568	to
5	1	1	1	11	9	646	535	92	32	96.832085	display
5	1	1	1	11	10	745	544	73	15	96.66143	mass.
4	1	1	1	12	0	25	580	1322	32	-1.0	
5	1	1	1	12	1	25	587	21	20	90.962738	4.
5	1	1	1	12	2	79	580	74	32	90.962738	Ifyou
5	1	1	1	12	3	159	587	65	17	95.904175	went
5	1	1	1	12	4	231	587	26	17	95.904175	to
5	1	1	1	12	5	264	580	41	24	95.960289	the
5	1	1	1	12	6	313	589	75	15	96.841942	moon
5	1	1	1	12	7	396	580	49	24	96.099762	and
5	1	1	1	12	8	452	580	72	24	96.099762	stood
5	1	1	1	12	9	531	589	32	15	95.799469	on
5	1	1	1	12	10	570	589	59	23	95.799469	your
5	1	1	1	12	11	637	580	69	29	96.813873	scale,
5	1	1	1	12	12	714	580	81	24	96.125389	would
5	1	1	1	12	13	803	581	18	23	97.007858	it
5	1	1	1	12	14	828	580	80	24	96.960854	detect
5	1	1	1	12	15	915	580	41	24	96.905792	the
5	1	1	1	12	16	964	589	67	15	96.876144	same
5	1	1	1	12	17	1040	589	67	15	91.170914	mass
5	1	1	1	12	18	1114	589	25	15	91.170914	as
5	1	1	1	12	19	1148	581	18	23	96.582062	it
5	1	1	1	12	20	1173	580	43	24	96.902916	did
5	1	1	1	12	21	1223	589	32	15	96.900795	on
5	1	1	1	12	22	1264	580	83	24	96.620392	Earth?
4	1	1	1	13	0	37	672	276	28	-1.0	
5	1	1	1	13	1	37	672	132	28	95.83905	GRASP
5	1	1	1	13	2	182	672	131	28	96.470421	CHECK
4	1	1	1	14	0	35	718	1393	32	-1.0	
5	1	1	1	14	1	35	718	78	25	96.445824	While
5	1	1	1	14	2	121	718	115	32	96.73127	standing
5	1	1	1	14	3	243	727	32	15	93.221741	on
5	1	1	1	14	4	284	727	13	15	93.221741	a
5	1	1	1	14	5	304	718	129	24	96.673256	bathroom
5	1	1	1	14	6	441	718	69	29	96.309044	scale,
5	1	1	1	14	7	520	718	62	32	96.736702	push
5	1	1	1	14	8	590	718	71	25	96.658096	down
5	1	1	1	14	9	669	727	32	15	93.722519	on
5	1	1	1	14	10	704	714	11	41	93.722519	a
5	1	1	1	14	11	730	718	63	24	96.680916	table
5	1	1	1	14	12	802	725	55	17	96.680916	next
5	1	1	1	14	13	864	725	26	17	96.881775	to
5	1	1	1	14	14	897	727	54	23	96.942551	you.
5	1	1	1	14	15	960	718	72	25	96.981644	What
5	1	1	1	14	16	1040	718	109	32	96.654419	happens
5	1	1	1	14	17	1157	724	25	18	96.654419	to
5	1	1	1	14	18	1190	718	40	24	96.61264	the
5	1	1	1	14	19	1239	718	111	32	96.803925	reading?
5	1	1	1	14	20	1357	718	71	32	96.886383	Why?
4	1	1	1	15	0	48	763	1509	32	-1.0	
5	1	1	1	15	1	48	772	21	15	94.304161	a.
5	1	1	1	15	2	100	763	45	24	93.344475	The
5	1	1	1	15	3	154	763	100	32	96.39505	reading
5	1	1	1	15	4	262	764	119	23	96.539818	increases
5	1	1	1	15	5	389	763	102	24	96.803635	because
5	1	1	1	15	6	500	770	53	25	96.853958	part
5	1	1	1	15	7	561	763	30	24	96.539413	of
5	1	1	1	15	8	593	772	59	23	96.817291	your
5	1	1	1	15	9	658	763	90	32	96.869614	weight
5	1	1	1	15	10	756	764	19	23	96.947464	is
5	1	1	1	15	11	784	763	96	32	92.841217	applied
5	1	1	1	15	12	887	769	25	18	96.655617	to
5	1	1	1	15	13	920	763	41	24	96.655617	the
5	1	1	1	15	14	968	763	63	24	96.797424	table
5	1	1	1	15	15	1040	763	48	24	96.15921	and
5	1	1	1	15	16	1095	763	41	24	96.15921	the
5	1	1	1	15	17	1144	763	62	24	96.873772	table
5	1	1	1	15	18	1215	770	76	17	96.921181	exerts
5	1	1	1	15	19	1300	772	14	15	95.778992	a
5	1	1	1	15	20	1321	763	125	32	95.778992	matching
5	1	1	1	15	21	1454	763	63	24	96.69799	force
5	1	1	1	15	22	1525	772	32	15	96.892204	on
4	1	1	1	16	0	100	808	575	32	-1.0	
5	1	1	1	16	1	100	817	47	23	96.95359	you
5	1	1	1	16	2	154	808	53	24	96.873825	that
5	1	1	1	16	3	215	815	49	17	96.935028	acts
5	1	1	1	16	4	273	809	25	23	96.945595	in
5	1	1	1	16	5	305	808	41	24	96.855522	the
5	1	1	1	16	6	354	808	118	24	96.901917	direction
5	1	1	1	16	7	480	808	30	24	95.017059	of
5	1	1	1	16	8	512	817	59	23	95.017059	your
5	1	1	1	16	9	578	808	97	32	96.331497	weight.
4	1	1	1	17	0	47	853	1510	32	-1.0	
5	1	1	1	17	1	47	853	22	24	93.114708	b.
5	1	1	1	17	2	100	853	45	24	86.614044	The
5	1	1	1	17	3	154	853	100	32	96.45327	reading
5	1	1	1	17	4	262	854	119	23	96.735909	increases
5	1	1	1	17	5	389	853	102	24	96.532684	because
5	1	1	1	17	6	500	860	53	25	96.532684	part
5	1	1	1	17	7	561	853	30	24	96.986404	of
5	1	1	1	17	8	593	862	59	23	96.986404	your
5	1	1	1	17	9	658	853	90	32	96.877945	weight
5	1	1	1	17	10	756	854	19	23	96.959793	is
5	1	1	1	17	11	784	853	96	32	96.914925	applied
5	1	1	1	17	12	887	859	25	18	96.914925	to
5	1	1	1	17	13	920	853	41	24	96.725662	the
5	1	1	1	17	14	968	853	63	24	96.469452	table
5	1	1	1	17	15	1040	853	48	24	96.469452	and
5	1	1	1	17	16	1095	853	41	24	96.85804	the
5	1	1	1	17	17	1144	853	62	24	96.85804	table
5	1	1	1	17	18	1215	860	76	17	96.624855	exerts
5	1	1	1	17	19	1307	862	7	15	96.624855	a
5	1	1	1	17	20	1321	853	125	32	96.913368	matching
5	1	1	1	17	21	1454	853	63	24	96.999229	force
5	1	1	1	17	22	1525	862	32	15	96.999229	on
4	1	1	1	18	0	100	898	694	32	-1.0	
5	1	1	1	18	1	100	907	47	23	96.924721	you
5	1	1	1	18	2	154	898	53	24	96.504677	that
5	1	1	1	18	3	215	905	49	17	96.914528	acts
5	1	1	1	18	4	273	899	25	23	96.514839	in
5	1	1	1	18	5	305	898	41	24	96.514839	the
5	1	1	1	18	6	354	898	118	24	96.668129	direction
5	1	1	1	18	7	480	899	111	31	96.813988	opposite
5	1	1	1	18	8	599	904	25	18	96.923424	to
5	1	1	1	18	9	631	907	59	23	96.631119	your
5	1	1	1	18	10	697	898	97	32	96.672112	weight.
4	1	1	1	19	0	50	943	1512	32	-1.0	
5	1	1	1	19	1	50	952	19	15	92.512939	c.
5	1	1	1	19	2	100	943	45	24	90.880035	The
5	1	1	1	19	3	154	943	100	32	96.667999	reading
5	1	1	1	19	4	261	943	125	24	96.919624	decreases
5	1	1	1	19	5	394	943	102	24	96.875427	because
5	1	1	1	19	6	505	950	53	25	96.864296	part
5	1	1	1	19	7	566	943	30	24	96.816818	of
5	1	1	1	19	8	598	952	59	23	96.601837	your
5	1	1	1	19	9	663	943	90	32	96.991455	weight
5	1	1	1	19	10	761	944	19	23	96.468849	is
5	1	1	1	19	11	789	943	96	32	96.468849	applied
5	1	1	1	19	12	892	949	25	18	96.057304	to
5	1	1	1	19	13	925	943	41	24	96.057304	the
5	1	1	1	19	14	973	943	63	24	96.582672	table
5	1	1	1	19	15	1045	943	48	24	96.378334	and
5	1	1	1	19	16	1100	943	41	24	96.378334	the
5	1	1	1	19	17	1149	943	62	24	96.887207	table
5	1	1	1	19	18	1220	950	76	17	96.892685	exerts
5	1	1	1	19	19	1305	952	13	15	96.849831	a
5	1	1	1	19	20	1326	943	125	32	96.52092	matching
5	1	1	1	19	21	1459	943	63	24	96.52092	force
5	1	1	1	19	22	1530	952	32	15	96.884201	on
4	1	1	1	20	0	100	988	575	32	-1.0	
5	1	1	1	20	1	100	997	47	23	96.95359	you
5	1	1	1	20	2	154	988	53	24	96.873825	that
5	1	1	1	20	3	215	995	49	17	96.935028	acts
5	1	1	1	20	4	273	989	25	23	96.945595	in
5	1	1	1	20	5	305	988	41	24	96.855522	the
5	1	1	1	20	6	354	988	118	24	96.901917	direction
5	1	1	1	20	7	480	988	30	24	95.017059	of
5	1	1	1	20	8	512	997	59	23	95.017059	your
5	1	1	1	20	9	578	988	97	32	96.331497	weight.
4	1	1	1	21	0	45	1033	1517	32	-1.0	
5	1	1	1	21	1	45	1033	24	24	89.0327	d.
5	1	1	1	21	2	100	1033	45	24	86.02961	The
5	1	1	1	21	3	154	1033	100	32	96.540405	reading
5	1	1	1	21	4	261	1033	125	24	96.929245	decreases
5	1	1	1	21	5	394	1033	102	24	96.403679	because
5	1	1	1	21	6	505	1040	53	25	96.83931	part
5	1	1	1	21	7	566	1033	30	24	96.661697	of
5	1	1	1	21	8	598	1042	59	23	96.661697	your
5	1	1	1	21	9	663	1033	90	32	96.846992	weight
5	1	1	1	21	10	761	1034	19	23	96.846992	is
5	1	1	1	21	11	789	1033	96	32	96.964836	applied
5	1	1	1	21	12	892	1039	25	18	96.997917	to
5	1	1	1	21	13	925	1033	41	24	96.997917	the
5	1	1	1	21	14	973	1033	63	24	96.799278	table
5	1	1	1	21	15	1045	1033	48	24	96.799278	and
5	1	1	1	21	16	1100	1033	41	24	96.70063	the
5	1	1	1	21	17	1149	1033	62	24	96.939316	table
5	1	1	1	21	18	1220	1040	76	17	96.307617	exerts
5	1	1	1	21	19	1305	1042	13	15	96.307617	a
5	1	1	1	21	20	1326	1033	125	32	96.368568	matching
5	1	1	1	21	21	1459	1033	63	24	96.711906	force
5	1	1	1	21	22	1530	1042	32	15	96.997581	on
